Mineral Name,Country of Type Locality
Magnesiotaaffeite-2N'2S,Sri Lanka
Baddeleyite,Sri Lanka
Serendibite,Sri Lanka
Sinhalite,Sri Lanka
Srilankite,Sri Lanka
Thorianite,Sri Lanka
Zircon,Sri Lanka
Surinamite,Suriname
Muonionalustaite,Sweden (meteorite)
Cirrolite,Sweden
Cobaltkieserite,Sweden
Crookesite,Sweden
Delhuyarite-(Ce),Sweden
Dixenite,Sweden
Dollaseite-(Ce),Sweden
Ecdemite,Sweden
Ericssonite,Sweden
Erssonite,Sweden
Eucairite,Sweden
Eveite,Sweden
Aminoffite,Sweden
Ferri-taramite,Sweden
Ferriperb?eite-(Ce),Sweden
Ferrisicklerite,Sweden
Ferro-papikeite,Sweden
Filipstadite,Sweden
Finnemanite,Sweden
Flinkite,Sweden
Fluoborite,Sweden
Fluocerite-(Ce),Sweden
Fluoro-leakeite,Sweden
Folvikite,Sweden
Fredrikssonite,Sweden
Freedite,Sweden
Gabrielsonite,Sweden
Gadolinite-(Nd),Sweden
Gadolinite-(Y),Sweden
Gahnite,Sweden
Galenobismutite,Sweden
Ganomalite,Sweden
Ganophyllite,Sweden
Garpenbergite,Sweden
Gatedalite,Sweden
Geocronite,Sweden
Gladite,Sweden
Gonyerite,Sweden
Goryainovite,Sweden
Gudmundite,Sweden
Antimony,Sweden
Hammarite,Sweden
Harstigite,Sweden
Hedenbergite,Sweden
Hedyphane,Sweden
Hematolite,Sweden
Hematophanite,Sweden
Adelite,Sweden
Hisingerite,Sweden
Hi?rneite,Sweden
Hjalmarite,Sweden
Holmquistite,Sweden
Arakiite,Sweden
Hyalotekite,Sweden
Hydrocerussite,Sweden
Hydroxylhedyphane,Sweden
Hyttsj?ite,Sweden
H?leniusite-(La),Sweden
Igelstr?mite,Sweden
Ingersonite,Sweden
Jacobsite,Sweden
Jagoite,Sweden
Jaskólskiite,Sweden
Joesmithite,Sweden
Julgoldite-(Fe2+),Sweden
Julgoldite-(Fe3+),Sweden
Katoptrite,Sweden
Armangite,Sweden
Kesebolite-(Ce),Sweden
Kieftite,Sweden
Arrheniusite-(Ce),Sweden
Kobellite,Sweden
Arrojadite-(SrFe),Sweden
Arseniopleite,Sweden
Kribergite,Sweden
Arsenoclasite,Sweden
Langhofite,Sweden
Lanthanite-(La),Sweden
Lindqvistite,Sweden
Lindstr?mite,Sweden
Linnaeite,Sweden
L?ngbanite,Sweden
L?ngbanshyttanite,Sweden
Magnesioh?gbomite-2N2S,Sweden
Magnetoplumbite,Sweden
Magnussonite,Sweden
Manganarsite,Sweden
Manganberzeliite,Sweden
Manganhumite,Sweden
Mangani-pargasite,Sweden
Manganoh?rnesite,Sweden
Manganosite,Sweden
Manganostibite,Sweden
Melanostibite,Sweden
Melanotekite,Sweden
Attakolite,Sweden
Augelite,Sweden
Molybdophyllite,Sweden
Monimolite,Sweden
Morelandite,Sweden
Neotocite,Sweden
Norbergite,Sweden
Nordstr?mite,Sweden
Oenite,Sweden
Orthopinakiolite,Sweden
Oxyplumboroméite,Sweden
Oxystibiomicrolite,Sweden
Parwelite,Sweden
Paulmooreite,Sweden
Percleveite-(Ce),Sweden
Perite,Sweden
Petalite,Sweden
Philolithite,Sweden
Pinakiolite,Sweden
Plumboferrite,Sweden
Barylite,Sweden
Barysilite,Sweden
Potassic-richterite,Sweden
Bastn?site-(Ce),Sweden
Pyroaurite,Sweden
Pyrobelonite,Sweden
Pyrochroite,Sweden
Pyrophanite,Sweden
Pyrosmalite-(Fe),Sweden
Quenselite,Sweden
Rambergite,Sweden
Retzian-(Ce),Sweden
Richterite,Sweden
Rinmanite,Sweden
Rouseite,Sweden
Sahlinite,Sweden
Sarkinite,Sweden
Scheelite,Sweden
Selenojalpaite,Sweden
Spodumene,Sweden
Stenhuggarite,Sweden
Stibarsen,Sweden
Bergslagite,Sweden
Berlinite,Sweden
Sundiusite,Sweden
Svabite,Sweden
Svanbergite,Sweden
Sverigeite,Sweden
Swedenborgite,Sweden
Synadelphite,Sweden
Takéuchiite,Sweden
Tantalite-(Mn),Sweden
Berzelianite,Sweden
Tegengrenite,Sweden
Berzeliite,Sweden
Tengerite-(Y),Sweden
Thalénite-(Y),Sweden
Thaumasite,Sweden
Tilasite,Sweden
Trigonite,Sweden
Trilithionite,Sweden
Trimerite,Sweden
Trolleite,Sweden
T?rnebohmite-(Ce),Sweden
Ulfanderssonite-(Ce),Sweden
Ulv?spinel,Sweden
Valleriite,Sweden
Vargite,Sweden
Varulite,Sweden
Vuorelainenite,Sweden
V?stmanlandite-(Ce),Sweden
Weibullite,Sweden
Welinite,Sweden
Welshite,Sweden
Wermlandite,Sweden
Wickmanite,Sweden
Wiklundite,Sweden
Wittite,Sweden
Blatterite,Sweden
Blixite,Sweden
Yttrotantalite-(Y),Sweden
Zenzénite,Sweden
Zinkgruvanite,Sweden
Zoisite-(Pb),Sweden
?kermanite,Sweden
?skagenite-(Nd),Sweden
?rebroite,Sweden
Botryogen,Sweden
Akrochordite,Sweden
Brandtite,Sweden
Brattforsite,Sweden
Britvinite,Sweden
Bromellite,Sweden
Albite,Sweden
Caryinite,Sweden
Caryopilite,Sweden
Celsian,Sweden
Cerite-(Ce),Sweden
Allactite,Sweden
Allanite-(Nd),Sweden
Fran?oisite-(Ce),Switzerland / Australia
Struvite-(K),Switzerland / Austria
Magnesiochloritoid,Switzerland / Italy
Rüdlingerite,Switzerland / Italy
Cleusonite,Switzerland
Dalnegroite,Switzerland
Debattistiite,Switzerland
Dekatriasartorite,Switzerland
Drechslerite,Switzerland
Dufrénoysite,Switzerland
Eckerite,Switzerland
Edenharterite,Switzerland
Enneasartorite,Switzerland
Erniggliite,Switzerland
Falottaite,Switzerland
Ferrostalderite,Switzerland
Fianelite,Switzerland
Fluorcalcioroméite,Switzerland
Gabrielite,Switzerland
Ganterite,Switzerland
Geigerite,Switzerland
Giessenite,Switzerland
Graeserite,Switzerland
Ansermetite,Switzerland
Grimselite,Switzerland
Grischunite,Switzerland
Hatchite,Switzerland
Heimite,Switzerland
Hendekasartorite,Switzerland
Heptasartorite,Switzerland
Hutchinsonite,Switzerland
Hydroxylapatite,Switzerland
Imhofite,Switzerland
Incomsartorite,Switzerland
Argandite,Switzerland
Argentobaumhauerite,Switzerland
Argentodufrénoysite,Switzerland
Argentoliveingite,Switzerland
Jentschite,Switzerland
Jordanite,Switzerland
Kalicinite,Switzerland
Lengenbachite,Switzerland
Liveingite,Switzerland
Asbecasite,Switzerland
Manganlotharmeyerite,Switzerland
Marrite,Switzerland
Martinandresite,Switzerland
Marumoite,Switzerland
Marécottite,Switzerland
Milarite,Switzerland
Nowackiite,Switzerland
Paragonite,Switzerland
Parsettensite,Switzerland
Philrothite,Switzerland
Pizgrischite,Switzerland
Preiswerkite,Switzerland
Quadratite,Switzerland
Raberite,Switzerland
Ralphcannonite,Switzerland
Rathite,Switzerland
Rathite-IV,Switzerland
Baumhauerite II,Switzerland
Baumhauerite,Switzerland
Richardsollyite,Switzerland
Baylissite,Switzerland
Sartorite,Switzerland
Scheuchzerite,Switzerland
Seligmannite,Switzerland
Sicherite,Switzerland
Sinnerite,Switzerland
Smithite,Switzerland
Spaltiite,Switzerland
Stalderite,Switzerland
Strontiopharmacosiderite,Switzerland
Sursassite,Switzerland
Tennantite-(Hg),Switzerland
Tennantite-(Zn),Switzerland
Tinzenite,Switzerland
Trechmannite,Switzerland
Tremolite,Switzerland
Turtmannite,Switzerland
Vaniniite,Switzerland
Verbierite,Switzerland
Wallisite,Switzerland
Wiserite,Switzerland
Zincostaurolite,Switzerland
Cabalzarite,Switzerland
Cafarsite,Switzerland
Chamosite,Switzerland
Diaoyudaoite,Taiwan
Clinofergusonite-(Y),Tajikistan
Columbite-(Mg),Tajikistan
Darapiosite,Tajikistan
Dusmatovite,Tajikistan
Dutkevichite-(Ce),Tajikistan
Ermakovite,Tajikistan
Faizievite,Tajikistan
Falgarite,Tajikistan
Fluorapophyllite-(Cs),Tajikistan
Garmite,Tajikistan
Gorbunovite,Tajikistan
Hasanovite,Tajikistan
Arapovite,Tajikistan
Iskandarovite,Tajikistan
Kapitsaite-(Y),Tajikistan
Khvorovite,Tajikistan
Kirchhoffite,Tajikistan
Koragoite,Tajikistan
Kreiterite,Tajikistan
Kupletskite-(Cs),Tajikistan
Laptevite-(Ce),Tajikistan
Magnioursilite,Tajikistan
Maleevite,Tajikistan
Mendeleevite-(Ce),Tajikistan
Mendeleevite-(Nd),Tajikistan
Metanatroautunite,Tajikistan
Moskvinite-(Y),Tajikistan
Mushistonite,Tajikistan
Nalivkinite,Tajikistan
Nasledovite,Tajikistan
Natanite,Tajikistan
Badakhshanite-(Y),Tajikistan
Novikovite,Tajikistan
Odigitriaite,Tajikistan
Orlovite,Tajikistan
Baratovite,Tajikistan
Pekovite,Tajikistan
Przhevalskite,Tajikistan
Ravatite,Tajikistan
Rinkite-(Y),Tajikistan
Senkevichite,Tajikistan
Shakhdaraite-(Y),Tajikistan
Shibkovite,Tajikistan
Sogdianite,Tajikistan
Sokolovaite,Tajikistan
Berezanskite,Tajikistan
Tadzhikite-(Ce),Tajikistan
Telyushenkoite,Tajikistan
Tienshanite,Tajikistan
Tusionite,Tajikistan
Vismirnovite,Tajikistan
Yusupovite,Tajikistan
Zeravshanite,Tajikistan
Zirsilite-(Ce),Tajikistan
Bulgakite,Tajikistan
Byzantievite,Tajikistan
Calcioursilite,Tajikistan
Calcybeborosilite-(Y),Tajikistan
Aleksandrovite,Tajikistan
Carbokentbrooksite,Tajikistan
Chernikovite,Tajikistan
Palladosilicide,Tanzania / South Africa
Alumo?kermanite,Tanzania
Gregoryite,Tanzania
J?rgkellerite,Tanzania
Kerimasite,Tanzania
Magnesioh?gbomite-2N3S,Tanzania
Magnesioh?gbomite-6N6S,Tanzania
Merelaniite,Tanzania
Axinite-(Mg),Tanzania
Nyerereite,Tanzania
Oxo-magnesio-hastingsite,Tanzania
Potassic-ferro-ferri-taramite,Tanzania
Richardsite,Tanzania
Rutherfordine,Tanzania
Yoderite,Tanzania
Tunisite,Tunisia
Cesàrolite,Tunisia
Almandine,Turkey
Defernite,Turkey
Ephesite,Turkey
Fontarnauite,Turkey
Konyaite,Turkey
Liebigite,Turkey
Parthéite,Turkey
Tertschite,Turkey
Trabzonite,Turkey
Vuagnatite,Turkey
Yazganite,Turkey
Chantalite,Turkey
Tangeite,Turkmenistan
Cronusite,USA (meteorite)
Galileiite,USA (meteorite)
Krinovite,USA (meteorite)
Moissanite,USA (meteorite)
Nickelphosphide,USA (meteorite)
Sch?llhornite,USA (meteorite)
Tetrataenite,USA (meteorite)
Carletonmooreite,USA (meteorite)
Reynoldsite,USA / Australia
Reidite,USA / Barbados
Rietveldite,USA / Germany / Czech Republic
Fanfaniite,USA / Germany
Heinrichite,USA / Germany
Metaheinrichite,USA / Germany
Brewsterite-Ba,USA / Italy
Chromschieffelinite,USA
Allantoin,USA
Cianciulliite,USA
Clarkeite,USA
Alleghanyite,USA
Clearcreekite,USA
Clinochlore,USA
Clinohedrite,USA
Clinojimthompsonite,USA
Clinoptilolite-K,USA
Clinoptilolite-Na,USA
Clintonite,USA
Coalingite,USA
Cobaltobl?dite,USA
Cobaltzippeite,USA
Coconinoite,USA
Coesite,USA
Coffinite,USA
Colemanite,USA
Coloradoite,USA
Columbite-(Fe),USA
Columbite-(Mn),USA
Colusite,USA
Comancheite,USA
Connellite,USA
Cookeite,USA
Corderoite,USA
Coronadite,USA
Corvusite,USA
Coskrenite-(Ce),USA
Cowlesite,USA
Coyoteite,USA
Crandallite,USA
Creaseyite,USA
Creedite,USA
Crimsonite,USA
Alpersite,USA
Cryptomelane,USA
Cubothioplumbite,USA
Cuprobismutite,USA
Cupropavonite,USA
Curetonite,USA
Alterite,USA
Dagenaisite,USA
Danalite,USA
Danburite,USA
Davidbrownite-(NH4),USA
Deanesmithite,USA
Deerite,USA
Delindeite,USA
Delrioite,USA
Dendoraite-(NH4),USA
Desautelsite,USA
Devitoite,USA
Dickinsonite-(KMnNa),USA
Dickthomssenite,USA
Dienerite,USA
Aluminocopiapite,USA
Doloresite,USA
Donowensite,USA
Donpeacorite,USA
Dorrite,USA
Downeyite,USA
Downsite,USA
Dugganite,USA
Duttonite,USA
Eakerite,USA
Earlshannonite,USA
Eastonite,USA
Eckhardite,USA
Eddavidite,USA
Edenite,USA
Edgarbaileyite,USA
Edoylerite,USA
Eggletonite,USA
Eglestonite,USA
Ehrleite,USA
Eitelite,USA
Ellisite,USA
Elpasolite,USA
Elyite,USA
Emmonsite,USA
Empressite,USA
Englishite,USA
Eosphorite,USA
Alwilkinsite-(Y),USA
Erdite,USA
Erionite-K,USA
Erionite-Na,USA
Erlichmanite,USA
Esperite,USA
Esquireite,USA
Esseneite,USA
Eucryptite,USA
Eurekadumpite,USA
Evanichite,USA
Ewaldite,USA
Fairbankite,USA
Fairchildite,USA
Fairfieldite,USA
Falsterite,USA
Amesite,USA
Fangite,USA
Faustite,USA
Feitknechtite,USA
Fencooperite,USA
Fermiite,USA
Ferraioloite,USA
Ammonioalunite,USA
Ferribushmakinite,USA
Ferrierite-K,USA
Ferrierite-Na,USA
Ammoniojarosite,USA
Ferrirockbridgeite,USA
Ferrisurite,USA
Ammoniolasalite,USA
Ferro-anthophyllite,USA
Ferro-ferri-fluoro-leakeite,USA
Ferro-ferri-obertiite,USA
Ferrobobfergusonite,USA
Ammoniomathesiusite,USA
Ferroericssonite,USA
Ferrolaueite,USA
Ferrostrunzite,USA
Ammoniozippeite,USA
Ferrowyllieite,USA
Fervanite,USA
Feynmanite,USA
Fillowite,USA
Finchite,USA
Finescreekite,USA
Flaggite,USA
Flagstaffite,USA
Fletcherite,USA
Florencite-(Nd),USA
Fluor-dravite,USA
Fluoro-pargasite,USA
Fluoro-riebeckite,USA
Fluoro-tremolite,USA
Fluorowardite,USA
Fluorphosphohedyphane,USA
Fluorwavellite,USA
Foggite,USA
Andersonite,USA
Foitite,USA
Footemineite,USA
Foshagite,USA
Fowlerite,USA
Franciscanite,USA
Frankdicksonite,USA
Frankhawthorneite,USA
Franklinfurnaceite,USA
Franklinite,USA
Franklinphilite,USA
Fransoletite,USA
Fresnoite,USA
Fuettererite,USA
Fulbrightite,USA
Gageite,USA
Gaildunningite,USA
Gainesite,USA
Andychristyite,USA
Galaxite,USA
Galeite,USA
Andymcdonaldite,USA
Garrelsite,USA
Gatewayite,USA
Geerite,USA
Genthelvite,USA
Georgechaoite,USA
Georgerobinsonite,USA
Gerhardtite,USA
Gerstleyite,USA
Gerstmannite,USA
Getchellite,USA
Gianellaite,USA
Gibbsite,USA
Gilalite,USA
Gillespite,USA
Gillulyite,USA
Glaucochroite,USA
Goedkenite,USA
Goldfieldite,USA
Goldhillite,USA
Goldichite,USA
Goldmanite,USA
Abelsonite,USA
Adanite,USA
Annite,USA
Goldquarryite,USA
Goosecreekite,USA
Gordonite,USA
Goudeyite,USA
Gowerite,USA
Graemite,USA
Graftonite,USA
Grandreefite,USA
Anorthominasragrite,USA
Grandviewite,USA
Grantsite,USA
Greenalite,USA
Greenlizardite,USA
Greigite,USA
Griphite,USA
Groutite,USA
Guildite,USA
Anthonyite,USA
Gunterite,USA
Haggertyite,USA
Hagstromite,USA
Haiweeite,USA
Hanahanite,USA
Hanawaltite,USA
Hancockite,USA
Hanksite,USA
Hardystonite,USA
Hauckite,USA
Antlerite,USA
Hayelasdiite,USA
Haynesite,USA
Haywoodite,USA
Hazenite,USA
Hectorite,USA
Hemihedrite,USA
Apachite,USA
Hendersonite,USA
Hendricksite,USA
Henryite,USA
Apexite,USA
Hetaerolite,USA
Heulandite-Na,USA
Hexathioplumbite,USA
Heyite,USA
Hibbingite,USA
Hinsdalite,USA
Hodgkinsonite,USA
Holdenite,USA
Holfertite,USA
Honessite,USA
Housleyite,USA
Howieite,USA
Hughesite,USA
Huizingite-(Al),USA
Hulsite,USA
Hummerite,USA
Huntite,USA
Hurlbutite,USA
Aravaipaite,USA
Hydromagnesite,USA
Hydropascoite,USA
Hydroredmondite,USA
Arcanite,USA
Hydroxyapophyllite-(K),USA
Hydroxylellestadite,USA
Hydroxylherderite,USA
Hydroxylpyromorphite,USA
Hypercinnabar,USA
H?ggite,USA
Hübnerite,USA
Iangreyite,USA
Ilesite,USA
Inyoite,USA
Iowaite,USA
Argentojarosite,USA
Jahnsite-(CaMnFe),USA
Jahnsite-(CaMnMg),USA
Jahnsite-(MnMnMn),USA
Jahnsite-(NaFeMg),USA
Jarosewichite,USA
Jasonsmithite,USA
Jeankempite,USA
Jennite,USA
Jensenite,USA
Jerrygibbsite,USA
Jimthompsonite,USA
Joaquinite-(Ce),USA
Joegoldsteinite,USA
Johnbaumite,USA
Johnwalkite,USA
Jonesite,USA
Jo?lbruggerite,USA
Juabite,USA
Juanitaite,USA
Juanite,USA
Junitoite,USA
Jurbanite,USA
Kampfite,USA
Karpenkoite,USA
Kegginite,USA
Keithconnite,USA
Kellyite,USA
Kempite,USA
Kenhsuite,USA
Kennygayite,USA
Kernite,USA
Keystoneite,USA
Khinite,USA
Kidwellite,USA
Kimzeyite,USA
Kingsmountite,USA
Kinoite,USA
Kittatinnyite,USA
Klaprothite,USA
Kleinite,USA
Kojonenite,USA
Kokinosite,USA
Kolicite,USA
Kosnarite,USA
Kraisslite,USA
Krausite,USA
Krauskopfite,USA
Landesite,USA
Lannonite,USA
Lansfordite,USA
Laphamite,USA
Larisaite,USA
Larsenite,USA
Lasalite,USA
Laurelite,USA
Lausenite,USA
Lawrencite,USA
Lawsonbauerite,USA
Lawsonite,USA
Lazaraskeite,USA
Leesite,USA
Leisingite,USA
Lennilenapeite,USA
Leucophoenicite,USA
Levinsonite-(Y),USA
Leószilárdite,USA
Liangjunite,USA
Lillianite,USA
Litharge,USA
Lithiomarsturite,USA
Lithiophilite,USA
Liudongshengite,USA
Lonsdaleite,USA
Loomisite,USA
Loseyite,USA
Loudounite,USA
Loughlinite,USA
Lourenswalsite,USA
Luddenite,USA
Luetheite,USA
Lumsdenite,USA
Luogufengite,USA
Lussierite,USA
Artroeite,USA
Artsmithite,USA
Macdonaldite,USA
Macfallite,USA
Mackayite,USA
Mackinawite,USA
Macquartite,USA
Maghagendorfite,USA
Magnesioalterite,USA
Magnesiochlorophoenicite,USA
Magnesiocopiapite,USA
Magnesioleydetite,USA
Magnesiopascoite,USA
Magnesiozippeite,USA
Magnolite,USA
Malhmoodite,USA
Mallardite,USA
Mammothite,USA
Mangangordonite,USA
Manganoarrojadite-(KNa),USA
Manganobl?dite,USA
Mansfieldite,USA
Margarosanite,USA
Maricopaite,USA
Markascherite,USA
Markcooperite,USA
Markeyite,USA
Marsturite,USA
Martyite,USA
Matthiasweilite,USA
Matulaite,USA
Maxwellite,USA
Mazzettiite,USA
Mazzite-Na,USA
Mcallisterite,USA
Mcalpineite,USA
Mccrillisite,USA
Mcgovernite,USA
Mcguinnessite,USA
Mckelveyite-(Y),USA
Meisserite,USA
Meitnerite,USA
Melonite,USA
Mertieite,USA
Merwinite,USA
Mesaite,USA
Meta-aluminite,USA
Meta-autunite,USA
Metacinnabar,USA
Metadelrioite,USA
Metahaiweeite,USA
Metahewettite,USA
Metamunirite,USA
Metarossite,USA
Metaschoderite,USA
Metastibnite,USA
Auriacusite,USA
Metaswitzerite,USA
Metatyuyamunite,USA
Metauroxite,USA
Metavariscite,USA
Metavivianite,USA
Metazellerite,USA
Meurigite-K,USA
Meurigite-Na,USA
Meyerhofferite,USA
Meyrowitzite,USA
Aurivilliusite,USA
Mikecoxite,USA
Mikehowardite,USA
Millisite,USA
Aurorite,USA
Minehillite,USA
Minnesotaite,USA
Miserite,USA
Austinite,USA
Mojaveite,USA
Montanite,USA
Montgomeryite,USA
Montroseite,USA
Montroydite,USA
Mooreite,USA
Mopungite,USA
Morrisonite,USA
Mosesite,USA
Muirite,USA
Mummeite,USA
Murataite-(Y),USA
Murdochite,USA
Murphyite,USA
Müllerite,USA
Nashite,USA
Nasonite,USA
Natroalunite,USA
Natrojarosite,USA
Natromarkeyite,USA
Natropalermoite,USA
Natrophilite,USA
Natrosulfatourea,USA
Natrozippeite,USA
Backite,USA
Navajoite,USA
Navrotskyite,USA
Neighborite,USA
Nekoite,USA
Nelenite,USA
Nesquehonite,USA
Nestolaite,USA
Nevadaite,USA
Nissonite,USA
Nitrocalcite,USA
Nitromagnesite,USA
Nitroplumbite,USA
Nitscheite,USA
Nizamoffite,USA
Nobleite,USA
Norsethite,USA
Northstarite,USA
Northupite,USA
Bairdite,USA
Ogdensburgite,USA
Okanoganite-(Y),USA
Okieite,USA
Oldsite,USA
Olmsteadite,USA
Ophirite,USA
Oppenheimerite,USA
Oregonite,USA
Orickite,USA
Orthojoaquinite-(Ce),USA
Orthominasragrite,USA
Osarsite,USA
Oswaldpeetersite,USA
Ottohahnite,USA
Ottoite,USA
Ourayite,USA
Agaite,USA
Overite,USA
Owyheeite,USA
Pabstite,USA
Packratite,USA
Pahasapaite,USA
Palermoite,USA
Palladobismutharsenide,USA
Pandoraite-Ba,USA
Pandoraite-Ca,USA
Panethite,USA
Papagoite,USA
Parabrandtite,USA
Parafransoletite,USA
Paralabuntsovite-Mg,USA
Paralstonite,USA
Paramarkeyite,USA
Paramelaconite,USA
Paramontroseite,USA
Abernathyite,USA
Pararaisaite,USA
Pararobertsite,USA
Paratimroseite,USA
Parnauite,USA
Pauladamsite,USA
Paulingite-Ca,USA
Paulingite-K,USA
Paulkerrite,USA
Pearceite,USA
Bario-orthojoaquinite,USA
Pentagonite,USA
Pentahydrite,USA
Barioperovskite,USA
Perhamite,USA
Perloffite,USA
Petedunnite,USA
Peterbaylissite,USA
Petersite-(Ce),USA
Petersite-(Y),USA
Philipsburgite,USA
Phillipsite-Ca,USA
Barnesite,USA
Phosphovanadylite-Ba,USA
Phosphovanadylite-Ca,USA
Phosphuranylite,USA
Phoxite,USA
Pigeonite,USA
Pinalite,USA
Pinchite,USA
Pintadoite,USA
Pirssonite,USA
Plumbojarosite,USA
Plumbophyllite,USA
Plá?ilite,USA
Polhemusite,USA
Bartonite,USA
Pomite,USA
Barwoodite,USA
Postite,USA
Potassic-fluoro-hastingsite,USA
Potassic-jeanlouisite,USA
Potassiccarpholite,USA
Pottsite,USA
Powellite,USA
Priceite,USA
Probertite,USA
Proto-ferro-anthophyllite,USA
Protocaseyite,USA
Protoenstatite,USA
Pseudodickthomssenite,USA
Pseudograndreefite,USA
Pseudomarkeyite,USA
Pseudomeisserite-(NH4),USA
Pseudomertieite,USA
Pseudopomite,USA
Pumpellyite-(Mg),USA
Purpurite,USA
Pyrosmalite-(Mn),USA
Pyroxmangite,USA
Péligotite,USA
Rabbittite,USA
Radtkeite,USA
Rajite,USA
Rakovanite,USA
Ramsdellite,USA
Ransomite,USA
Rauvite,USA
Raydemarkite,USA
Raygrantite,USA
Rectorite,USA
Redcanyonite,USA
Reddingite,USA
Redingtonite,USA
Redledgeite,USA
Redmondite,USA
Reedmergnerite,USA
Relianceite-(K),USA
Retzian-(La),USA
Retzian-(Nd),USA
Rhabdophane-(La),USA
Rhabdophane-(Nd),USA
Rhodium,USA
Rickardite,USA
Rilandite,USA
Riversideite,USA
Robertsite,USA
Robinsonite,USA
Rockbridgeite,USA
Roeblingite,USA
Bayleyite,USA
Rongibbsite,USA
Roscoelite,USA
Rosemaryite,USA
Rosenhahnite,USA
Rossite,USA
Roweite,USA
Rowlandite-(Y),USA
Rowleyite,USA
Ruizite,USA
Beaverite-(Cu),USA
Rynersonite,USA
Bechererite,USA
Sahamalite-(Ce),USA
Saltonseaite,USA
Samarskite-(Yb),USA
Samfowlerite,USA
Samuelsonite,USA
Sanbornite,USA
Santaclaraite,USA
Santafeite,USA
Behoite,USA
Sauconite,USA
Beidellite,USA
Belakovskiite,USA
Scenicite,USA
Schairerite,USA
Schallerite,USA
Schieffelinite,USA
Schindlerite,USA
Schoderite,USA
Schoenfliesite,USA
Schoonerite,USA
Schorlomite,USA
Schuetteite,USA
Sclarite,USA
Scrutinyite,USA
Seaborgite,USA
Seamanite,USA
Searlesite,USA
Segelerite,USA
Selenium,USA
Selenopolybasite,USA
Shannonite,USA
Shattuckite,USA
Sherwoodite,USA
Shinarumpite,USA
Bementite,USA
Shortite,USA
Shumwayite,USA
Sicklerite,USA
Siderophyllite,USA
Sidwillite,USA
Silhydrite,USA
Sillimanite,USA
Simmonsite,USA
Simplotite,USA
Benitoite,USA
Sinkankasite,USA
Benjaminite,USA
Slawsonite,USA
Smythite,USA
Benstonite,USA
Spangolite,USA
Sperrylite,USA
Spiridonovite,USA
Stanevansite,USA
Stanfieldite,USA
Starkeyite,USA
Steigerite,USA
Sterlinghillite,USA
Stetefeldtite,USA
Stevensite,USA
Stewartite,USA
Stibiocolumbite,USA
Stibiogoldfieldite,USA
Stillwaterite,USA
Stishovite,USA
Straczekite,USA
Stra?mannite,USA
Bermanite,USA
Stringhamite,USA
Strontiojoaquinite,USA
Sulfatoredmondite,USA
Sulphohalite,USA
Sussexite,USA
Berryite,USA
Swartzite,USA
Swinefordite,USA
Switzerite,USA
Synchysite-(Y),USA
Szymańskiite,USA
Tantalite-(Fe),USA
Tantalowodginite,USA
Beryllonite,USA
Tedhadleyite,USA
Teepleite,USA
Tellurobismuthite,USA
Telluropalladinite,USA
Telluroperite,USA
Tephroite,USA
Terlinguacreekite,USA
Terlinguaite,USA
Tetrawickmanite,USA
Thebaite-(NH4),USA
Theisite,USA
Thorneite,USA
Tilleyite,USA
Timroseite,USA
Tincalconite,USA
Tinsleyite,USA
Tinticite,USA
Tiptopite,USA
Tombstoneite,USA
Tooeleite,USA
Torreyite,USA
Traskite,USA
Treasurite,USA
Trebiskyite,USA
Triploidite,USA
Tritomite-(Y),USA
Bicapite,USA
Tschernichite,USA
Bideauxite,USA
Tunellite,USA
Tungstenite,USA
Tungstite,USA
Turneaureite,USA
Bigcreekite,USA
Tychite,USA
Umohoite,USA
Uranoclite,USA
Uroxite,USA
Billingsleyite,USA
Utahite,USA
Uvanite,USA
Valleyite,USA
Vanarsite,USA
Vanoxite,USA
Vasilyevite,USA
Veatchite,USA
Vermiculite,USA
Verplanckite,USA
Vonsenite,USA
Vulcanite,USA
Walentaite,USA
Wallkilldellite,USA
Walstromite,USA
Wardite,USA
Wardsmithite,USA
Warwickite,USA
Wattersite,USA
Ajoite,USA
Wawayandaite,USA
Wayneburnhamite,USA
Weeksite,USA
Wegscheiderite,USA
Weissbergite,USA
Weissite,USA
Wernerbaurite,USA
Wetherillite,USA
Wheatleyite,USA
Whelanite,USA
Wherryite,USA
Whitecapsite,USA
Whiteite-(CaMgMg),USA
Whiteite-(CaMnMg),USA
Whiteite-(MnMnMn),USA
Whitlockite,USA
Whitmoreite,USA
Wickenburgite,USA
Wightmanite,USA
Wilcoxite,USA
Wildcatite,USA
Windmountainite,USA
Winstanleyite,USA
Bixbyite-(Fe),USA
Wolfeite,USA
Wonesite,USA
Woodhouseite,USA
Woodruffite,USA
Wroewolfeite,USA
Bjarebyite,USA
Wupatkiite,USA
Wyllieite,USA
Blakeite,USA
Xanthoxenite,USA
Blatonite,USA
Xuite,USA
Yavapaiite,USA
Yeatmanite,USA
Yedlinite,USA
Yttrialite-(Y),USA
Yttrocrasite-(Y),USA
Bluebellite,USA
Bluelizardite,USA
Bluestreakite,USA
Zektzerite,USA
Zellerite,USA
Zhenruite,USA
Zigrasite,USA
Bobcookite,USA
Zincite,USA
Zinclipscombite,USA
Zincmelanterite,USA
Zincochenite,USA
Bobfinchite,USA
Zincorietveldite,USA
Zinczippeite,USA
Bobjonesite,USA
Bobmeyerite,USA
Zugshunstite-(Ce),USA
Zunyite,USA
Zussmanite,USA
Bodieite,USA
Boggsite,USA
Boltwoodite,USA
